PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
8396442.74486695,-9168100.53677101,3265002.81120678,28613.7562100761,-2465126.81498477,-875138.352049107,-71749.5367161525,-1313051.14597215,-281979.056549385,185870.559493775,-630551.435747994,-399184.476746507,-525322.970779756,248801.182963625,-79590.0127313962,63838.2911159432
-13454360.7224517,-4357579.34571887,162144.559262476,1915527.38518483,949755.461036729,-14224.564030393,681623.274231748,-1099196.51263917,998720.239160216,-104312.725330768,25671.5645019305,-276385.887881624,-150281.054095577,-537594.821944184,286497.239409149,35561.9773084492
18107455.6063459,-9716839.23576853,2911700.18211173,1367941.3268125,-4600745.3027151,-2610044.74850527,60750.3437193662,-1947589.0470686,-473657.899194152,-124938.531841991,906195.159717489,-501061.526958696,-1219407.14089634,970750.230306123,-309456.569493251,262534.097237762
20198275.1986935,-10285084.7117304,4550152.66272423,1303656.89707979,1868690.14505752,1608607.8538884,-1264769.41310292,636370.119587,-1080616.55959969,415579.402052775,581603.224670531,1220424.73328855,-102269.772733515,140884.495300745,-454848.132833492,-23534.3316087848
11098664.2370327,-5871868.79186034,3287724.10797046,2050726.30489713,-1477268.64759789,-3138414.44878547,300210.835362988,-47760.4933757626,-626801.67881702,-23863.8913053529,1293327.83890616,-1193324.16714981,496251.951429726,38693.1907950066,99715.1499813173,-161610.960614663
7813733.71278365,-5802863.06747164,3276972.08477375,1254786.73141941,4459528.42537987,2956972.65514381,-1504072.18853784,1673609.37936544,1113154.898284,1724371.42304638,2035810.69721166,-307635.527414713,-1024505.7281706,109447.461030252,-60618.4333499164,-339270.021642617
24381786.5639636,-9276266.91827438,4340767.54468951,54621.8469676427,381674.268967806,-730774.581026274,-1646668.71853699,1281520.10220645,-1310835.96069797,-42018.4104681463,1626586.21391232,278723.375055424,-820742.428325053,-489876.658420746,214246.6989839,-945098.553047016
-9235603.94328753,-1766905.262703,522908.811183143,2638023.82949234,1270068.37018494,225375.194205966,1673024.53642217,-2502154.42377039,1117345.19076835,-160532.679154701,934622.852318201,-1266648.63024498,1030244.88228012,-334452.051115792,248738.044793913,-82634.2739609523
6064987.979833,-6198766.48974264,2168523.98076492,2471699.37435346,-515387.983265967,911600.890368239,473664.693647502,-1620496.45974467,266398.174856115,274506.865438702,-8321.03782866385,-93203.2206693409,-41205.2352589733,-946800.340091491,324870.926955073,-529925.078572617
-3279340.21489787,-5113469.12451709,186334.548547836,1420012.8013797,935155.781003046,-549103.500909409,-1242662.48099086,-1347720.35188742,2246786.08278558,619523.885675952,-253757.988271885,-1241406.70365821,344235.581004488,295252.423640387,247431.870846815,-156546.724620002
-24506860.8487139,-5434164.24778721,781533.821983956,360468.648816828,1117620.1079839,-117917.058755503,1354356.1205763,-575253.687277794,-430452.673665437,-573355.429729721,-479093.571632975,-15126.3930610627,-170546.199791728,-87120.1109214529,54889.0223202117,-5889.83882608386
17234210.2294535,-8226889.96748103,6283596.07719406,1301038.18430159,4185615.64681511,3503376.08693718,-1543968.72777933,1368507.93868376,-466591.014664494,1470283.18420634,146713.121292212,-448211.227726413,-58389.7720321566,-161517.892068547,904.297015992718,54558.9507327201
26460458.2093334,-10649620.2563354,4042645.99417065,937220.672241144,-3922631.14449618,-803779.788488796,-698597.822846596,-1450847.88241831,1647327.85805664,179174.376082242,-124224.661504908,1162344.77551173,-1078667.64381796,-193225.225870123,269729.346694203,147275.015747553
-3225132.69018957,-7102409.76918672,3367838.58406711,1043283.14099745,2933061.31048634,1427365.07277655,-9891.55638845394,-27630.407513578,-349746.129077777,-279523.735102243,-488914.256595682,-281211.906617262,-267891.105397368,-165018.366753667,275090.853262678,-180523.140363257
13574415.7930979,-6868284.02997433,3400360.15741979,2165476.1737712,-3548852.8405915,-3864033.2244182,243232.252862456,-763792.122511177,-117724.468914111,326295.963987618,737452.320430767,-820338.173626591,-51968.2560592882,272185.686460996,86550.4197203449,-180873.878098511
-4508508.74142372,1948228.15787833,3289946.39358162,-8189845.95725043,-953120.27660755,2878252.29404766,2622691.05217001,-2816783.08264197,20694.0844279837,-388098.48378098,216843.3875589,593734.038823379,553548.332704804,428374.960950868,-349278.978942285,433611.563782506
-89409.2559860545,-5560212.6916887,2208166.88337406,2004257.74063745,-1157363.52920705,-1300384.05155586,1157514.63450032,-332289.32383702,703690.585656858,793094.057653981,-42886.747709524,421433.120912494,-99250.6972134651,308213.608996936,115192.091031289,-310534.953708723
-23877926.3474752,-5545807.18973035,858406.718161818,371613.136152176,1056813.15638563,-100667.056315382,1338802.89681359,-572486.402487772,-424354.132067127,-584252.657525021,-520012.435254522,-15707.439426217,-164226.748416902,-90972.1380643993,64610.8321380818,5714.89176631292
19419928.03872,-10100727.2909954,7889038.94552559,1913113.4274804,5634957.60283092,4469968.37233256,-12358.0917468464,1238685.87165936,-45784.5634833073,-1029514.63724722,-1295951.52596889,171281.07481251,852355.592129689,-247932.735443297,830883.851104446,1028418.68164671
32774092.7341482,-14592654.926279,6767392.77676905,1081525.79519497,-1647113.22518082,1565649.3185059,743178.163163808,364393.625292361,-472020.937940611,-1380274.45275076,-1579243.90303675,463824.753683683,379274.80532756,-788027.781267141,-406473.40403278,74220.5598281604
34008024.8022782,-14784535.0735004,7399312.79860163,1808811.29822359,-1867830.39352455,1893723.98689271,915000.71451162,658443.801744874,73036.1829887309,-1705914.66536811,-1832708.04078147,-38167.4197579417,497929.13466388,-200383.826086773,-265043.151784546,204877.323380419
-3210124.34822754,-5844175.96837641,1936373.92086324,1363066.98157776,242505.490282759,-1862162.57353259,442063.632058791,256465.028123582,-628461.968303892,84938.8004979183,492603.180472809,-83944.4625890065,-95213.1348711638,148872.028454078,202734.552656932,-404361.257364725
30614252.0669505,-14671306.4918603,5906852.55155062,1099408.94061439,-1819526.58627665,1167376.8035889,1227555.90999764,747062.242670633,-266237.312347217,-1792934.98631001,-1426189.49597111,319663.200324947,659188.122398808,-328631.953496651,-708999.78661808,115979.754503945
7407617.74682319,-5447496.19382536,3544962.54371286,836190.493348224,3194209.24270376,2171477.36458594,-1195919.05944467,1393943.75297751,31874.4328957234,896044.974717354,1945619.84540105,-267107.049739572,-1048300.78893167,-289040.473719234,-43697.3138116143,-65635.805762394
7607301.85028835,-5472741.05849023,3045305.48270555,831642.722988467,4215722.89478462,2716410.36561827,-1556733.22973525,1124239.74207842,1029778.53722669,1370866.49417635,2457717.23170858,-560010.458132766,-1220264.41972162,26496.4685555613,-134216.373642036,-225075.501435391
35003723.3889313,-16186816.1126685,6493032.82519673,500545.162586014,-5041446.61057762,-390147.402071828,1011521.10876331,-308391.770206466,-873955.011922143,-2583382.78635786,-1807613.48534423,-134585.269538548,469648.829561283,-293039.364975926,45435.0896097326,-212227.792983117
17138365.0379605,-9663152.02573509,5480640.87617623,1028902.13175271,4482916.68020396,2864442.00727908,-1464830.45895885,1005625.04929516,-194728.115935815,-160506.300196628,-206477.050473953,-610044.534071549,-518870.978131347,74505.3780187906,339441.966441702,-129499.091855493
29111179.348981,-12043386.0232239,7993672.22517366,1835547.63513028,1339519.9697774,2850780.01415985,-251018.487282808,736338.473969422,574331.937608025,-1021949.54934236,-1952039.51126413,-466980.058050657,22752.3943786086,-435316.914111243,502007.105392734,515099.545014645
2106637.24720793,-4603237.17835072,3340749.19852763,1987630.19635075,2428509.25297314,1623319.4074638,-687774.015128882,308108.081028356,748816.998691733,781179.346367356,798666.263744851,-170517.321772671,-430975.958255654,-289353.381135995,72178.1153504168,-156845.859972038
29803589.6368659,-14978147.7640294,7238005.87129279,1841708.75298535,-1317786.67961904,1991533.04748176,1318384.70818536,411476.36825693,-1226098.31023059,-1482887.8912538,-1957478.26083798,1093240.73771367,163589.755533526,-875363.541163815,-104648.616367771,465171.956622947
-23896731.3090699,-5439859.87638363,803144.239024423,375060.385336704,1203074.0420852,-117500.929986825,1250647.39508851,-548553.772645339,-383622.374513966,-549866.52110953,-459432.602196935,-34522.3049055215,-183348.882557304,-52079.1529284767,63795.6070649291,-4823.29011544849
2921378.12373919,-4787041.52907043,2971468.61491746,1933235.41190123,3361325.76575212,1854928.2373347,-1207406.68600422,741306.047599321,694403.94116403,703933.689829325,1571631.13048718,-231589.785977049,-1093735.00444798,-104161.571767859,130719.819659049,153359.506402269
-24506860.8487139,-5434164.24778721,781533.821983956,360468.648816828,1117620.1079839,-117917.058755503,1354356.1205763,-575253.687277794,-430452.673665437,-573355.429729721,-479093.571632975,-15126.3930610627,-170546.199791728,-87120.1109214529,54889.0223202117,-5889.83882608386
-20453398.4986174,-4557722.85283522,668246.553790759,1042660.94014422,1110833.75786146,25481.803528705,1150588.10793489,-870055.733838137,4056.2705317626,-434007.753016655,-253494.87449791,-48832.2930631453,-18164.447686364,-52604.1902492235,20238.3448787451,-96782.7170327878
1619416.60862491,-5837661.47840218,2064573.52976717,1304371.32458735,930253.928672373,-1631212.69655089,-591843.313654045,517216.993838541,176664.466113368,-77824.9295920965,857994.914944534,208963.340813398,-200818.602240851,-99555.1024851335,285991.043041504,-287251.790917105
-24362775.8215777,-5401446.53760528,775232.269862956,388551.931410914,1119226.33806324,-109162.426836263,1352135.51926629,-597748.383010998,-410652.649278976,-564296.145153159,-474894.639752325,-23876.015055305,-160540.748166772,-97117.9464587157,58638.4615056706,-9312.89659205454
25348550.0493831,-14980529.0229889,4908801.78795554,1450109.13149294,-5385664.39381067,-1462582.37533965,1957995.11212035,-530474.941966208,-1404263.40680655,-1828985.39802114,-1569650.36615023,-88557.200036137,281846.954789871,-413906.359651227,-276723.725926474,-667908.540197492
20381305.1171347,-4908353.43473467,3266633.48094897,4163951.74254344,-4223649.34271813,-2390898.41250543,1587993.5285322,-937609.718765203,2442010.80437653,2281325.16742736,365581.732185497,657778.837890272,-82760.5642054885,317659.51059835,540322.487316586,-102992.083413273
19297943.6308156,-4769519.41422383,3717760.40105342,3976077.66031686,-4222067.92083645,-2275575.9948449,1723936.52602362,-2106656.29318417,1913228.36411061,2626394.69009307,-186035.972955915,135314.582572811,175308.024452047,738908.716201453,325938.524240685,176398.530876922
4867124.25920609,-5164981.63414947,3254533.05130608,1494357.26479552,3054500.82404505,1952148.21117498,-935590.90538065,1183251.18539209,410841.534468228,45335.3650060191,1580549.96501047,283044.765303228,-745266.610142589,-214981.759643098,-104053.450442285,-269371.334725009
-17569973.302008,-4877203.82316116,1683998.01348795,346067.124028638,1457713.1175785,626537.423714323,932043.280665208,-511928.815320238,-5648.63326884458,-78240.1562796591,-128865.098320569,-421585.568422045,-147296.006975135,-8636.25926187478,161578.693136991,-72120.8402439275
23332259.77172,-12117391.1671243,3970572.97888828,1052005.97397364,-2877109.85997105,-354328.423516603,-987533.287171392,163222.846244024,-417479.510503672,-287648.538823699,-296958.80466686,34682.6931159817,-630508.912530818,-390879.656428529,516599.870477519,-309108.062222991
-22706454.5022548,-5523472.58928812,1084715.73861558,403778.163796686,1271236.78054476,120792.86511399,1310296.92970254,-563518.447078607,-485189.532002619,-456221.28085659,-487599.882280545,-8597.6254445784,-175415.840970523,-149077.503802066,106000.696476093,15491.1093234597
-24506860.8487139,-5434164.24778721,781533.821983956,360468.648816828,1117620.1079839,-117917.058755503,1354356.1205763,-575253.687277794,-430452.673665437,-573355.429729721,-479093.571632975,-15126.3930610627,-170546.199791728,-87120.1109214529,54889.0223202117,-5889.83882608386
200000.716474325,-5040157.59060678,2937334.01060423,2412858.29848704,2713821.31608278,1135156.77157971,-170994.600835009,40185.809105447,144681.966031479,-55079.9763664741,1254551.15025666,-403508.0023923,-192946.151528362,387677.938067104,230513.326730952,-28491.0366692204
-10144421.7319128,-7137666.4364596,1668017.94841762,530987.203397303,-79219.8472489004,-385165.458564042,890752.601842867,-801158.222087297,-804629.409331923,-601302.643153172,95774.894968825,-10299.3341315234,-418458.062815331,-68491.4548167671,-18870.4022922336,-51887.0863596612
-24506860.8487139,-5434164.24778721,781533.821983956,360468.648816828,1117620.1079839,-117917.058755503,1354356.1205763,-575253.687277794,-430452.673665437,-573355.429729721,-479093.571632975,-15126.3930610627,-170546.199791728,-87120.1109214529,54889.0223202117,-5889.83882608386
15470507.1905347,-7468437.59160346,6044999.37400543,1882637.29811111,4716028.33302398,3639909.66643953,-1472216.94891704,1548223.55163846,-541991.503325408,1370377.57189552,655683.945197858,-62169.3533932868,307512.226625281,-77912.4450246739,-90641.0918027035,269035.185154095
-7989998.00951691,-2776442.45727484,524065.257482701,2805083.44314884,1594839.83833523,438495.904629893,1965149.37132597,-1667373.38199508,916003.51315137,-502059.836495478,1479887.36202236,-267828.384481257,905883.3211315,27013.1433319397,-137728.00342194,-460018.447312857
-9335937.51649826,-1791536.08816798,709645.271679145,2695231.80810972,1555472.01328438,114198.816765266,1858815.23860971,-2469577.41724547,1019653.2940005,-295015.379681206,927335.953744718,-1266655.56299306,990020.147433935,-297928.955346252,246405.158162421,98520.3453284735
-17496318.3584355,-6045838.1885957,1100214.81253177,692588.00315697,223435.306514926,-356598.991589556,1269688.82008038,-741355.684587412,-126141.955801288,-419406.52507149,-437942.046152451,68637.2161483492,-171547.40595209,-3067.07140356927,-35669.6280221608,-52086.8714190731
-24356557.2644182,-5464896.12103801,788008.933907927,357785.36648299,1086022.99175592,-135833.273462955,1351778.7597886,-571340.059813128,-433397.560467708,-585195.43654375,-478360.799009475,-22675.9963179745,-176010.802612494,-82439.7799580955,57486.394228471,-7539.79163174574
21657594.7482135,-9303778.73943353,6306514.23181777,920515.72765519,4208466.32617818,3484076.31360157,-805985.846098954,1940575.53566859,885842.650107311,-63476.5352612207,341971.032653365,-319425.208064084,66910.0142467651,113232.06692778,294925.078554948,1246359.31145648
11984798.1398176,8715249.96591179,5319249.26511165,-15176867.1570307,-1601063.46424901,4173999.49623953,4063272.47893356,-3328925.93605702,-386210.400995668,-848841.176431699,-1299047.44983525,1075629.19413417,-483832.435001159,-269987.063847916,407699.773342535,-311067.846087729
23451527.6471159,-10107110.079824,5765242.18694514,1253667.44397396,4332979.14725377,3244692.85213342,-1074627.57406747,2117354.68214659,1268436.46774391,-915160.920947272,-114696.229191327,-17473.363512183,32687.0000945346,115787.053593282,80349.5739192277,1119103.01132418
18222239.9031453,-13267800.8525512,4320636.18839108,468695.477079667,-3135215.09361368,-1098305.01485254,1258167.7771742,-754136.572455966,-1396419.88280389,-1559966.52016157,-1520279.46087269,-471806.723434244,438755.856948427,-430743.054076742,66600.349197101,-735335.61691266
23105997.0564647,-10903487.7770868,4172399.50924252,1313046.05898808,-4421106.23497696,-3367230.39365227,-205029.813161758,-1039622.36503717,-2276014.13721525,-525239.211329774,1175385.69416848,-259229.875255534,-543255.435633992,956505.68864449,192373.171681404,-186144.703034059
16418158.7484568,-8450924.87941395,3428346.23517814,2082878.73783025,-3145468.02566096,-1158211.25062828,731272.891526307,-1492536.47744662,-429958.895798804,206273.14223142,33039.5694220387,-262358.060756101,-4400.07123298072,-1087397.92353653,527590.970671092,-396114.51807873
-23164737.8082914,-5489813.49757495,936926.703505105,348328.235130685,1286597.33302485,64770.4008918453,1288840.23828554,-484258.95192809,-445868.390211769,-501025.335804843,-371815.961216331,-31430.7716064059,-238007.397554606,-101904.025921676,34573.1065898236,23056.491730187
12021071.6715972,-9941412.09518001,3161739.62768531,1773678.34827659,-3455277.71265451,-3111410.49190061,449950.378937152,5435.12336592166,-519555.384231765,-1190539.67897381,1151588.91059101,-921612.970188574,5907.9332481951,423314.938868792,-62752.3111964467,-138711.767084184
-3469334.84737222,-6596006.33268286,1849665.02557404,1127367.46840101,-399527.035929169,-123002.658597497,512210.717699425,-1636267.44986931,603945.557159682,498190.655724216,-115686.551385163,36783.900763971,-413935.461796551,174887.580954453,-167570.363227715,25743.8652656904
-9598279.10443874,-6303595.57117443,2815139.64176007,404848.694524011,3773982.49271349,1391183.13407937,-111932.930130537,647582.303334337,-284039.6226852,-185768.200249093,157456.929090562,-539313.461291435,-558325.280944342,53976.4353622523,310598.227679735,264918.852737462
7447906.23474555,-5923758.83753482,3055164.16177025,1504253.91752826,4451048.56031483,2385573.55497766,-1460572.02964028,1607445.50418487,1408765.07450764,723367.957309692,1661369.38089157,231571.239827315,-709214.227030447,-115701.720901806,29010.9929753085,-285945.843619174
21464963.8299988,-11341314.5031275,4718400.2825715,270878.125139598,7506152.33492789,3842420.37585849,-485975.689699823,3603060.47016837,-1744113.78135772,-2835651.65717594,2077699.50186041,247434.017336763,766658.868984213,1033495.25325859,-361274.702085021,-411262.636229804
2136729.36366478,-4441408.61433617,1717095.04125444,2022982.9675126,3103496.22634734,1349518.13340346,-1735569.012505,709540.426768417,675542.977551454,-255100.828961211,625196.673745406,16438.8850637489,-525453.462834707,-304175.548310768,426691.942719512,-70455.179859397
