PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
-1815168.99849493,-6181323.05821657,-1479782.07551552,245410.737688861,2454330.54532946,-1403117.93493662,-1618012.38834741,-760254.502533449,61867.3892269338,87304.0068328566,-1520676.95875834,-1354146.21346212,1984308.32924117,84397.9572624409,-809933.132891093,-17316.4134973901
7223276.33327627,-7916202.26280198,-6517645.45110711,1906383.04297024,1120512.70787887,-4865864.03532669,-2434182.60076516,2456623.65829163,167098.175300043,-105913.475741049,-531568.415724108,-1472162.8920727,1063743.97106677,345266.728830513,713044.556334209,159631.788043661
15089127.1855206,-6688007.46469372,-6638765.25282084,131036.055946308,882511.756227413,1984276.67178406,2748746.70383431,-1093067.61959736,-244636.815165204,-718266.185197034,1656955.81105321,558375.070412154,-1341332.8294747,-287057.769557225,275447.440005966,-138234.665974217
15659093.7677551,-11027424.8981596,-9411013.84267333,-286896.12831153,-1151808.30993625,3951539.92283728,2558170.45634511,2046830.48347286,647410.558742113,-2718492.32165576,-746150.068134375,639036.327447637,889823.128497527,851586.668208247,-45771.3235004709,-542073.311763122
2933899.49255548,-7402816.00917703,-5534806.90714403,1318052.52440155,1371650.4952583,-2916142.32984607,-1177662.1844613,1151588.21849618,83900.1328962592,321761.974117915,-278517.659622737,-1302314.54055518,1279666.61012053,989195.861747482,159020.205620545,138491.023613512
2533515.44682132,-7444089.65907035,-3275027.1852089,482355.712533521,2459793.70161654,-1999759.19939649,-3150630.39256547,-447055.99464075,-367568.639016074,1158731.10225955,-1823341.28691328,-1087629.09422701,1779028.19388404,69334.305317967,-698836.871423619,47394.1039629052
4813645.51721445,-7424113.33166413,-5123172.42091647,1585659.20721818,1711263.74540027,-5424590.92366552,-3330361.84006307,1376733.65933572,-757176.545740477,872544.861474019,-2321872.19668716,-959395.831101531,1762899.06869701,-269240.888069645,-219351.160925556,381027.98796691
6611451.54174072,-7644421.06769384,-6689477.21216621,1065002.23955012,1191517.37740179,-5374862.93254659,-3129484.02381433,2114567.03201905,-299438.601608934,756218.746075563,-1439477.8693856,-1066385.83192685,1374688.5718978,59278.7975873743,-73770.7505434945,-293482.636119014
-5176049.58030516,-3859566.02313534,-342481.05034841,253277.797728769,1073466.07690275,-1135054.61512974,-1350778.25968755,-326349.226723677,-447123.037892161,34127.8916946383,-1744487.80359645,-1521799.60411681,2563282.97401291,-406029.389013519,-526014.393484244,-11946.7146850384
-4520963.05861532,-5321293.50647005,-1341053.52885642,1496593.39556049,1575116.55292734,-1554576.66114728,-1934549.79264887,95992.0329969673,-119306.365925803,-369748.722309231,-1466533.18359211,-1529088.42585037,1768593.14454464,-366396.853050192,-554525.407989994,162643.644178199
-9146255.23378752,-3405326.6820244,19052.4492467515,2582026.33444493,1534814.95682444,-709026.331389882,-751851.28552792,-160510.660792023,610048.720774589,-852727.11754775,-271293.001991074,-1876518.03920688,1216672.36470057,-368590.683510038,-382640.683614689,-99752.8892612804
-4470954.74504346,-4952584.91085619,-1616288.83442111,2504436.80342797,1886989.56145154,-1844054.18503477,-1600483.29577498,191420.441974517,705346.41479229,-268761.815725751,-443009.964065733,-1577413.85925965,1066733.64812765,74091.1582101006,-212083.821948577,-159054.455669625
-2733403.65892932,-5931825.11354213,-3021232.34382497,2391686.89428874,595935.19413123,-1090161.02266036,130797.643059073,730781.352529891,1105255.84455161,-1289152.66138636,-184461.093696614,-1212069.75251014,1093274.29584022,963756.203688423,424127.345504461,14824.0413021078
-3652137.3032417,-4340410.78196751,-1890651.23032169,2490258.560275,1309614.86529908,-2999058.08720107,-1794360.14804917,615855.219422486,801814.969344666,-541635.578417157,-572218.265747142,-2115803.58450153,1544710.39281622,152448.78228043,166576.757581624,-74566.7321622699
17617373.15953,-6598846.65494726,-5896726.64107514,669988.364652467,12892.6557615981,2106026.81048611,2435928.77031251,-1857280.55559582,-392016.009492681,-528990.699936581,1691641.69990831,632182.589151466,-1758009.25858839,-201161.141785047,270939.46784628,157055.537008925
18670664.9139068,-12139649.322194,-9603513.68571355,-523564.195552937,-1272703.05137191,2232461.22260466,720390.337327347,2728324.09069908,995847.713627288,-2119865.30610589,-907502.162181778,1073462.12156409,1001425.5744431,-379740.976839118,127526.790695418,-704458.076835406
-279519.447929644,-5724659.12214511,-2817461.85964492,1750063.38611403,1786856.10406562,-3086204.70674273,-1966641.01038614,95712.2542694705,-80716.9162403394,407204.958995975,-1547191.80913411,-1408406.23844101,1936315.32980984,-98277.6316024958,-485939.976329605,6260.15875726125
-6643710.19885765,-3919681.98923346,-693535.772271644,1845889.17872703,1530921.35849553,-945938.035666326,-722056.4364977,-646917.624664908,297266.75590467,-113906.701452543,-645421.945150154,-1108590.24197348,1208584.48326833,-7683.65248696283,-522152.677364684,31190.4393568522
-10278916.4310005,-2928829.8897442,96915.4344540985,2066735.97531469,1531168.21615037,-417396.592834476,-421095.601541988,-576622.740615697,423092.753396146,-480071.571718938,-178614.56123289,-1134958.67841689,760962.758306515,-296982.026001572,-464153.961221423,-32015.2288412928
527097.375658286,-5423508.85504482,-3316411.13405013,1901037.23730603,1394469.16251118,-3207885.22711285,-2795988.64131868,858418.685441198,213141.561639451,50297.2294318224,-716009.386700211,-1744130.51021738,1058864.96183353,-394419.219126094,-320254.351978347,169976.421416175
-5628148.33138139,-4313080.70176741,-1036625.35225887,1627253.6742493,1887893.98301958,-1014604.9646575,-1106822.90233462,-1120169.95617565,102539.827229403,381319.386538692,-732013.91352985,-1285782.90238288,1453552.14902793,-286382.737586931,-822737.645691933,127127.22535425
-7349148.731703,-3618061.27928973,-599400.555552378,2065465.96025913,1720629.90314713,-719006.18003854,-483550.069947434,-693366.60659032,366641.767293588,-384056.376367674,-745517.71126286,-1367077.00648749,1328183.74132265,-278485.682761677,-525961.029406649,43712.30065902
-2284299.40648712,-5266439.73233968,-2409263.5436877,1898331.24719196,1616808.09102766,-2037351.14286702,-1591647.91859847,-100241.965773865,153178.165663338,22668.4909281478,-757301.310495005,-1258080.9213911,1423488.77177014,47116.0605214984,-333799.531894556,-47408.4167534035
-297219.211458257,-5489301.21680996,-2904662.92102988,1840177.33940827,1486533.71721368,-2567407.18541858,-1617783.19985465,197732.19002925,72943.8838957614,238828.205617812,-1202116.53778346,-1193278.48011972,1683782.62993715,-321839.788535441,-202950.348000738,-125520.021951308
2516807.04773376,-5951849.64125086,-4007865.25372906,1365114.47896264,614717.033404105,-3206165.49205143,-1752293.94687668,956634.998474858,618404.565253176,-686542.197010017,-753206.176221793,-1717293.45676188,1610768.19168213,-12233.4065439626,649002.480523126,-128046.940615713
1842436.70334697,-6197316.01221723,-2892295.31962374,1257105.05548831,1694651.82066331,-3993135.42465242,-2027595.67226186,-686215.017877004,360955.764368022,403221.638109127,-1527160.49635166,-1624516.43104088,2479269.27366147,114141.570063414,218434.664764019,80674.5493246717
15874624.0492148,-8467230.93723107,-6451108.48690959,88580.6627135016,-373891.402466322,3056854.23644959,2243213.56674783,-1472186.15483179,110734.867012629,-368278.071575252,1333542.10202861,684924.41120653,-1409735.05040304,-90774.4363490277,763056.774263678,152129.277712639
-1968737.45351291,-8484697.36268547,-5464837.00118403,-558993.417404288,-117339.012187663,1500458.65448162,445468.111664193,2235491.41881387,467042.313162264,-1255881.01857009,400838.806997451,506495.687863666,271271.655823299,-220301.398364105,-38094.2583089978,-422069.305738808
1951536.12872817,-6164313.83557975,-2439014.50276116,993333.700344775,1566862.20401334,-3519501.4217924,-1837910.73380106,-943246.410648048,363646.141258086,65705.8255762905,-1560642.93296321,-1776917.06299806,2410967.99210652,-32365.8219935825,62420.7699856528,-18281.6929496938
3724699.27114515,-6314510.17434602,-3717668.95559456,117300.847529816,790802.141949619,-3852828.56888077,-2039353.31367444,47608.4531893481,102888.430628128,135241.394398993,-1715127.0406712,-1343791.65755605,2355612.44233606,-109554.964309475,652803.751306893,200972.865904893
2447269.71560815,-6366585.40514443,-3925293.21064654,1079750.1137025,972024.237279458,-3963806.4106714,-2217479.51226813,478782.733116649,341869.551499987,6642.61560004232,-1240312.22338575,-1600527.75762693,2029899.14535019,395752.970378934,696874.428636946,78944.8227058517
7146404.73142647,2684243.34216795,-3069631.24406865,-7150966.23297167,-2493746.55005292,-7891564.30478508,-2440788.29382191,2056935.84422259,4290475.7407021,-1830095.84931695,-1072821.20051415,-329444.178729508,-1128294.84831015,-775885.420615522,-418399.385569997,508476.193691387
394758.121465387,2074313.50753975,-2868171.52482213,-5912639.05982158,-1410177.31817227,-6086961.33757387,-1977215.15819759,1996421.44267799,3200369.91502432,-1809273.7174228,-522901.140016977,361136.15158585,-954836.157358952,-790313.061526951,-478639.314552614,292211.816675432
3292659.47535683,447222.231111461,-3641720.96974634,-4257152.20937473,-668346.194340029,-6301190.287634,-2190748.8419895,1544440.51411295,2619633.45154248,-1107064.45374446,-668372.620308053,-82171.0464717678,-609933.608946636,7864.79922254952,-123386.070872613,178482.783545668
-2056100.37218715,-384565.938837102,-1492743.6487862,-2373945.302409,-273478.897294934,-3939667.59935969,-1679076.97046528,832978.863133069,2228914.4198907,-1383385.5084396,-772353.77060408,-743623.659681458,-108712.139597708,-215846.365687004,-168922.499995397,15933.1315583487
-2659177.41589919,-537285.59519583,-848689.965734665,-2273618.35214608,-632870.19803246,-3379489.88089073,-1745161.72061238,516503.159539654,1764542.43361231,-1033385.6631875,-965026.626472585,-1260476.10536139,-47709.0457403985,-196745.718824528,-187463.911187341,24195.3513457215
-5205502.58938747,-1765515.71425533,-1816121.89446171,-2018394.22652433,423608.411641664,-2627024.16565405,-1410719.24931398,270340.642321222,1452306.83281918,-649415.294192489,-570255.262467152,-546735.378908209,-101770.914543497,-297694.502469989,-169543.504261756,-78160.4459464385
1312909.16759147,-4389288.53442813,-2556412.64095927,-1278403.10815362,1362931.91154181,-2488055.41118187,-2223564.77629972,-587512.567833631,439822.009762912,383757.827847686,-1949779.23299516,-1001408.47147234,2222035.29567798,154111.38940401,-717871.022434658,59870.5291337741
11342137.2277446,-9737378.28421192,-7146763.07802347,-1031537.98632151,1863515.34369867,2850627.47671481,1901804.9409333,89238.2043748053,600037.616413385,438088.366570148,862795.189863831,195358.328686307,-1189118.6737858,-168415.976483496,695943.958195819,-151331.802671312
-11486706.769656,-5756962.7509505,-2391060.09277042,-419070.481778369,944250.49312069,-128258.026614207,-775181.279991142,370971.788136566,-810895.228729912,145299.124681097,248376.961797705,-284295.560025952,441165.674697188,477285.511697312,-5053.44756979829,-171478.741065157
-2522696.47824859,-3116894.38474389,-962951.73474367,-1624110.61184312,563667.313012906,-1932933.03354286,-1572694.1063375,-537954.569627791,737024.460932211,-325013.167192439,-1831541.25018271,-1244971.19370601,2179596.73859272,-229129.593016397,-553241.399563596,34630.337153301
-5449513.26405659,-2230958.82814901,-921468.817885413,-1115789.53165233,386486.075583575,-2223254.7283226,-1241191.37829452,-3912.72874126581,554117.848806077,-319553.945028608,-1095243.87936502,-1185980.43921515,1630964.08117569,-312821.063272661,-440697.515224281,-26260.8010417074
-368886.911107962,-5906314.6597737,-3595397.06058697,743907.58000545,1674074.68240548,-1992259.71205381,-2234256.63475554,432865.725501755,316243.414429192,-18060.8596438546,-1139420.88584468,-1047582.18595139,1718893.09057921,203108.572732997,40200.73392742,-276361.81213095
-8659525.84520526,-5926176.78046006,-3909692.88528326,-495223.950878727,828493.141489235,-400146.723105906,-692639.445698468,1223036.52181808,-284156.12611846,-453225.853171042,248926.616528577,-238628.114260404,523510.180784796,356257.500976674,76561.7611893596,-565245.996034244
-9537581.92927557,-4686623.12438508,-2092993.43749267,-568606.53346528,859287.51655158,-233855.774147262,-913832.798373079,300560.187736767,-786748.678602411,-19781.8084840029,-347225.935286984,-557795.636148067,958863.306573119,-172218.854912302,-29321.598329283,-393409.127926965
-10996104.8552964,-5492644.01063954,-3133302.27696325,-218797.546006261,802815.868867932,630780.000374904,744236.640966764,653511.803287017,186886.060793095,-1005939.04888588,489321.652611611,-178785.270888834,141534.841258375,86172.9409881762,-186758.677833871,-142755.030971304
15913938.6514916,-11560076.2695483,-9610361.12981237,-333972.985898092,-1827609.25840445,4591157.9181829,4775929.21989049,1346080.86749129,1684472.55155023,-3528532.9740999,-647147.505704438,-327983.108877554,669873.224758879,224730.141688286,-375013.84050418,113418.294545544
14293375.914463,-9851103.40425858,-8825736.50861612,212057.216948502,-2049954.09045559,3997086.56359818,4422935.30865785,513724.795389352,997853.455150853,-3097252.989802,-212621.21188268,-310482.272456145,279825.748188954,410999.964031677,-384734.131779742,440003.238524067
13341145.8691688,-8937850.30315257,-7671362.12476979,806561.649983939,-2338300.15884613,3733035.69677698,3711874.79195673,-618454.225584833,717165.144041775,-2449760.98695617,189354.610152823,-773109.703839671,15883.9895882233,490935.059761537,-70910.6706820921,697278.587100686
4754046.59600143,-7637708.92938694,-5964310.82126069,528807.35051874,-1852900.19266336,3279837.95373949,2784770.3163744,-496155.53531938,535208.10556006,-2192570.28046036,508521.498029475,-354167.644575153,-78418.407173375,527219.485074452,-5210.19774353993,363837.282099265
5239811.54334905,-7278501.81383142,-4792064.04943841,-704356.225179566,2671974.8831267,2164421.49305592,1442125.19015795,-199994.299653719,262955.173459071,374548.340690256,198971.019851716,-169781.531806329,-551361.594183344,442674.133435887,244043.877093419,-379467.654968592
-26515990.5183496,-1987158.07786649,603400.39866441,-542970.329139823,1489615.60137825,440579.722719674,-290984.622652266,459672.368334494,-442988.889678795,-468001.921337314,1397178.05099979,-46001.7122294635,-329845.587014559,-145322.447756901,-288154.183940888,-138522.019274432
1754926.75113116,-8782640.75008089,-5764284.25518353,-287772.467966233,-993531.988594894,3014310.7654162,2521485.12480181,844941.603450088,1053552.43145282,-2153847.61871131,331966.871014414,-301707.845372521,647402.479884137,82720.7191220885,-318469.248152583,-169902.997335891
15244274.4173632,-9443315.06018763,-6687223.1120321,1353616.63949442,-1971049.25899049,2353908.82607741,1363868.65928726,-995579.614751144,875152.733043682,-1420248.32679943,-221421.71246737,-183402.169604777,126230.349670431,-97886.6529537795,-136721.52117728,-120399.487945975
14176605.6653553,-11243607.9189852,-7138855.5111379,201356.830002742,-347716.16812258,346831.704346413,-754401.718387264,598013.397024019,1019132.81226466,136359.178263805,-121873.278400308,-264098.203468175,951195.088891855,-80807.1121212335,-40700.4602127583,145420.85832546
11924875.3442681,-11033684.7110302,-6580249.14705063,-468876.53421746,33956.1885494498,1168910.27918279,-1095577.13322717,496498.984159168,1044010.48490293,-320238.577712068,-1132725.20276982,-121777.684340312,1656993.88489619,73076.1453719062,-494278.679388847,9969.06940345032
2382773.0053081,-8283609.25865551,-5520984.24669915,-672762.746420284,521651.899295364,2118581.16694754,1102693.56159993,335596.759150446,438339.910710468,-1271795.45749133,-365746.560645699,-407218.173712292,820438.479481011,296283.354727412,-404514.063029317,-20056.0366282059
3713725.2904246,-7139265.62625765,-5226211.04098854,-441036.781046138,1318057.67474626,2628449.31536775,1686101.0126543,-230377.376846045,96458.4449475943,-1321007.38761945,-634294.367753334,-779302.29763344,627230.45760676,631418.914959667,-292828.673946233,-200944.745498648
-4163812.22137425,-6144269.67314882,-3927754.47529955,-257753.849051583,698607.846144512,2196690.81434781,1240063.04026016,125923.836976841,220558.935912817,-1243135.74805937,337781.254422965,-459853.406941965,126446.283232422,278402.112969434,-315797.230122252,-130898.2572105
-27351435.495617,-1922077.6782054,618788.415558023,-662632.872284114,1562925.10927416,459403.107070969,-291081.731312679,594904.300509826,-290828.023065582,-484484.085199932,1504148.37318867,-15603.9620315298,-320759.867512632,-113412.755158554,-306158.245344259,-79765.2286769895
-27351435.495617,-1922077.6782054,618788.415558023,-662632.872284114,1562925.10927416,459403.107070969,-291081.731312679,594904.300509826,-290828.023065582,-484484.085199932,1504148.37318867,-15603.9620315298,-320759.867512632,-113412.755158554,-306158.245344259,-79765.2286769895
-7651218.12028489,-6211202.55150359,-3328899.27934031,-191972.081926391,-606962.410972782,2144367.28719049,929095.823178657,383518.327678558,501861.946822927,-1248706.73236972,958566.687901559,-182731.889571743,14467.3516731433,-298018.824217438,-153375.23353815,-20213.9072799057
8215196.21585108,-6487075.83178293,-5171623.92683015,-362153.730476564,2400284.02720817,2584141.279031,1926703.25342652,-509883.781503029,213270.273826346,-7518.33782636858,506807.398794762,-69167.8945837927,-712106.480020388,424647.560458987,181990.098648188,-601062.164261241
-17807701.196053,-4295043.93822034,-1831554.43316254,-381088.326558815,1238951.07766733,61810.3466477645,-288848.25570948,920986.727302161,-399479.651147351,-137767.433654121,930627.031019375,16648.3424851158,-77929.6492619351,506077.55133304,-63318.2527280393,-72793.3823565788
18268640.3818158,-13047775.2007029,-8607689.9802015,-105620.83272904,-2034095.81477414,451131.087398078,557780.551126014,1648427.01866001,1680605.20206447,-1203748.75760246,-240718.32257502,102569.821912629,1249248.92854742,-666286.053862552,657872.842193637,746155.695667918
12884187.2402439,-11973073.1663845,-7122897.28840616,-383665.714544593,-1293224.08063976,1247118.47617054,-81063.7484094633,1225484.73538777,1268093.29417288,-948708.449518837,-680833.711903867,-7187.27284213225,1288144.50038488,193903.167794776,201933.908525258,448582.256653302
12930372.1126525,-11329315.5089115,-7393186.96443009,-593431.603222735,-891857.035392372,3137922.97881506,1257966.44415027,799409.041979731,1569295.53725411,-1692400.15098449,-393776.210731035,-943358.722906062,1512465.56915,199994.70829679,-516913.240790598,80363.2730991784
-27351435.495617,-1922077.6782054,618788.415558023,-662632.872284114,1562925.10927416,459403.107070969,-291081.731312679,594904.300509826,-290828.023065582,-484484.085199932,1504148.37318867,-15603.9620315298,-320759.867512632,-113412.755158554,-306158.245344259,-79765.2286769895
-15790829.6459339,-4337876.68067839,-1451404.82297531,-371817.210448289,947482.076278275,1021655.36306442,78223.7792700341,358312.241437626,-14960.5124022001,-693363.848341732,923507.482194703,-263025.470729799,7651.5998697635,-103294.091424708,-283460.293254838,-175345.546127076
6188490.24828109,-7907958.59323888,-5651194.93214326,20639.0142810761,27361.0808278317,3222851.28568142,1995408.58181536,-498562.494403046,-138567.361210584,-1418362.18720134,-49367.8097941195,-1117154.36266431,303238.039035742,371842.591637552,-52327.3880458762,-352080.81068615
7946012.12189734,-8013478.3551132,-6257151.44929889,-47339.5115677627,15107.0712106064,3732210.75845582,2894836.38793665,-37379.6957389827,485747.892428757,-2233953.64406185,-148588.941178466,-1084898.26132486,530269.722968161,351312.763790025,-386859.454067212,-87963.341923862
10654992.799423,-6732820.99375894,-6312212.28919456,891900.782253443,-1524840.54411181,3825999.62674773,3341494.22174222,-853126.298548956,473720.860727402,-2731838.46135221,370283.603549466,-849236.566087445,176359.367441991,741318.341807685,-172298.277756352,24852.4097441715
14474133.3930499,-6577103.27705626,-6092361.78344887,2020809.02249988,-2480776.15785834,3353872.80071709,2959070.59279424,-1921915.21243264,394517.335909619,-2834173.16199949,484148.760243509,-414497.939030017,-215654.892641312,27698.6555368229,-195604.371732218,-142361.630476147
15072012.7812215,-5550002.92888954,-4339723.34219427,1106519.77054464,-243292.005937779,2662276.41868638,2085285.24700164,-2888120.0660762,-451381.338797142,-285572.546933555,1719819.8650336,146070.296300603,-1311808.5940002,278558.042428373,128213.718490978,-83694.1566305564
4791912.62258559,-7140746.37460778,-6544209.54636022,677302.467907124,-210766.053486266,-3542994.44227953,562409.738179724,1556042.228276,1959649.08818179,438253.408047096,-119547.841067708,-1339526.84164979,-253070.214613775,1445221.49537955,-854459.377349538,-1797969.36760659
10783520.6454069,-11977926.9162903,-8302453.3170765,-2387740.74310079,1468728.96433204,587866.944530997,618028.009675184,1700828.63046657,691340.716477345,1176542.77613924,2463653.5628783,541021.341674498,-1313328.78445479,-989291.449074987,1118227.2532993,1075982.5818181
-10347704.9468357,-2353314.23516287,816016.709205477,1927409.37152438,2475638.84783037,-263943.360541006,-418152.819521147,-713230.249537308,1423757.51899455,1132078.51410562,231269.850337647,-104068.407486985,16773.0800294835,231807.120715288,604830.955647821,39372.5479619418
14883716.1747846,-6032306.30613155,-4586400.84824545,885875.664165088,-290454.849726636,2559788.65012408,1947038.12098304,-2623603.58371775,-390544.026003154,-596407.969446126,1668525.97645987,655853.135666767,-1272411.42989225,-41316.5519913304,206995.930763133,-154317.832724673
-5622035.14507929,-2211834.2794329,-2116916.23887375,-989612.649262971,-758965.565510071,-3996137.84372771,-83227.8885283543,-775446.251323802,1830838.12969921,1244745.48807875,-1338156.02149743,-2507174.00020951,355159.707053447,1346767.33189818,-1775318.89423617,-1840376.99573867
-24183294.2304713,-1656339.9347885,614603.703219153,-82049.0032793374,1668890.12927565,547298.148634733,-449128.546755674,405765.413934497,167786.007427505,-651144.174908534,1361383.50366056,-340134.756846186,-279543.407970276,5102.21868966507,-131012.343049418,-131664.113102605
-22894649.4356074,-1550036.29884869,726179.604126636,222291.063472104,1632421.13351555,618448.219535202,-606156.807437768,324413.234621873,192702.961407352,-670383.741647929,1322720.87762469,-564844.256318641,-307729.295716844,89282.7131823634,-51643.073204376,-173195.217697174
-23842806.6329562,-1692310.38477968,650034.619275758,38609.3895338102,1526555.63186682,586442.060121967,-428051.373893416,263889.225404759,-80117.5398822932,-459473.638724541,1204239.19821161,-146079.405092312,-332220.500142294,-25506.1342101651,-143730.4670881,-194720.059080988
-14012593.9590321,-4685245.82800646,-1963461.50283912,-1019992.6887323,1384930.68645659,859063.283842768,-192655.043803905,649310.81766711,39216.9849937922,-115673.889321157,1627767.81908976,377152.006168984,-238904.723707511,-447044.656356016,388919.55920822,100150.642861182
