PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
367654134.836762,798355769.483672,466958271.340907,1538301643.2054,596016447.217973,1006960309.76655,1779778814.60136,1683040061.7476,1678797596.03973,2024996196.07832,1488937780.43124,1925505975.99837,1445431776.48302,1855229733.11199,1158998485.70126,246719193.140022
1079440908.95322,1091747781.75826,568312636.052896,1139324980.39489,753477497.856885,844589184.136329,1162953689.67821,2197910619.22364,2033839384.30275,2749539801.73298,1743178668.25,1143634615.97531,1294085663.268,2526032023.03817,2693667033.90628,2553494981.08997
1125584438.25288,1838372816.31912,1404866726.74614,2314555673.47234,1350041973.09015,1366484424.10384,2379292309.99576,1949601182.99925,1019550833.65049,1785596465.12627,1738912283.234,2127434972.83478,1070322984.26654,1930193810.33263,484605171.146604,278607607.729292
1875224929.60004,2033094093.06019,2032768665.33658,3175058304.1783,2873671065.17495,2369392660.86651,2859669497.20436,2958859715.95948,2818181040.56521,2026364167.20356,2116829411.05446,2233665105.22128,1669094521.59796,1490436337.86302,1091038899.34346,609499540.629146
2577831169.58784,3177794938.51293,2631281832.26714,3379983510.32944,2437009441.67638,2234192179.89184,2557883930.10839,2407610380.44909,2128821588.59664,1717310782.24211,2587637268.92579,2099241183.93112,1890976789.95897,1205279105.43928,600393148.289464,2092849857.08988
1034027532.0748,1465246283.11097,1670803642.93138,1616719646.847,1765736840.64622,1589731770.16097,1517918555.17066,1522387417.34492,1385178216.30301,361531750.119255,976256720.644524,1800940632.79285,1595725458.84018,1085666425.43547,874772654.984689,1696036775.28964
1411888694.95917,884008147.757264,1362642816.83864,1904124593.97904,2446068125.60027,1711194355.88956,1673801176.19926,1286681896.38689,739920231.624867,2236134091.8277,1346801137.70521,1458598671.66151,1249451161.93555,912018335.476017,789570637.790796,696078397.969238
1055137470.73762,2267265728.04495,2352889309.0504,2384303483.41384,1504366410.35273,1141265897.98167,641389782.101609,1015270554.48217,1249871158.12608,1370799640.0853,310206174.877719,889029522.770287,1463104821.95015,870926591.286016,1106789283.0957,217252851.615871
935774726.910005,1465243256.88294,1185944856.56617,773698472.104017,1192496500.18781,148812681.810306,1355406274.84158,722079887.131465,747155651.404287,469160920.993843,291850176.151439,1453127098.36334,1659241926.34969,647494025.206256,1066448295.75331,837832779.642684
557395755.088442,571902969.537348,153118545.143832,222731967.304334,1085908130.71795,2039400605.94335,1714470486.89623,356822291.791518,616373340.198208,323169705.537823,483445034.783626,767020309.157722,304939101.675433,582469005.180695,158397843.510826,204572353.426038
1738636093.0142,1074060356.40292,1291877704.64002,455543690.800526,280281684.029467,1193838888.30809,1257885592.05404,286239054.90701,904707727.676942,810493480.610203,341403911.913382,1045171281.77859,534427907.900345,170328557.134348,453091279.073558,1067170933.86177
1299489667.83204,821488904.756242,340961926.174894,709872070.605333,760069969.275335,1134744393.00434,1143789444.84756,1208372860.04899,302858871.385464,166292430.471732,1372138610.56094,1929145536.04191,1881217821.91112,1018720333.40673,820251760.478601,1263812157.25324
1437116757.91147,523712462.62218,711437386.893115,1114032878.74344,1533866669.10648,743273787.763111,1129229086.10642,1364757583.67247,599162280.433865,842096142.756594,1585654520.8526,1366035013.20279,1194943968.48176,310700441.168385,277206682.413439,938323444.495025
332695427.214088,754172725.462079,1236138892.73063,989661979.994488,430914617.012334,694202534.805588,722964839.493366,533602154.230123,783196329.994588,857129629.072205,589516063.034778,1070177205.72619,943917760.286191,1119240365.80935,311377818.08344,284751426.335043
1209783091.66519,615312231.793348,1487050416.12617,143420765.142506,1688477629.91883,1839609484.40332,2025216114.1763,1481507536.18722,1099158465.65887,1644210920.73181,488215647.334528,1671351501.78774,1785581960.48465,1226738869.16348,1415569722.90916,965505337.779337
1444773403.2026,730974108.486176,982371288.304602,387325491.123776,1787559111.07551,2274591771.35429,1954299568.45576,682791745.084978,375030748.125311,712341520.579971,400422274.416393,946006653.717767,1379049969.30865,1997031535.13826,1059336162.65186,1807851446.98358
966019679.917812,873877972.236846,688322774.907049,915135535.811334,1901424145.64753,1949130355.6117,966524635.304093,1687089954.68166,1824361884.59293,1247550187.47363,1275313075.74045,1751093458.06334,1714810189.12694,2429759675.61312,473082875.648588,1360483677.56165
965062785.821843,1312284408.92678,1806581062.24707,983525153.796352,1361940633.73094,1726177070.8864,1565917556.57341,1699825811.47382,1221658538.31695,1521634040.05454,1739867608.69586,2386360764.65591,2721456241.7636,2570910322.35209,1413131463.0644,1208703326.07428
1639771190.29548,1033100573.91783,1718734504.92431,1567617661.65714,2018750609.04009,3565714294.35331,2164466194.68924,2315981708.51298,2792031543.61188,2225157212.54519,1505284746.9887,2723913820.19416,2649942176.21587,2582086345.61021,1816386433.62559,2606238427.99758
2420860372.12364,2485547448.4092,2093103201.29058,2173232935.11602,1562931728.01641,1311907677.78119,1923161262.3733,2116532015.63918,2361025840.54372,2500814296.83162,1740394897.57478,1517209599.4878,2609798452.26812,1132863401.97611,908311999.021269,1305776461.91278
2018370351.73294,1494716351.08005,1474978902.39096,1164587722.02196,62691088.3657852,250277986.647744,1032705654.67541,1294711175.06845,823085228.563431,712563127.887899,627981147.783296,782644976.446116,1059037234.95373,1301601600.93095,1736916894.79116,2088362696.81388
1192764140.81867,668007109.085494,2184135077.37809,2341227318.22584,1421437003.96963,2239365314.29212,2622515583.36223,2116167379.13504,1682307999.04716,1523747399.92604,2141041897.77066,2704836173.89943,1867930109.40613,1581814609.49999,2395000912.71745,1735928602.83894
1369264443.12107,537420459.222785,347144722.818821,1396059350.91754,854667373.662526,1713823002.65767,1847010634.55892,1852563260.84212,1599314491.33432,1779636278.60915,2344721256.34518,2017183884.83027,1581037360.48251,1586872989.54385,1879645848.46758,860749172.066667
740671907.469827,873730290.855874,1667155919.52406,2575805978.25902,1003504342.24636,1695204472.40172,2131829335.77673,1469542228.34263,426354879.331179,1810902495.81513,1495589298.91732,982982457.022921,1946366748.86232,1571997253.38345,1208711393.32103,250998569.598844
958392248.054403,211257486.31549,1082803590.52404,2156864460.49945,811899723.248908,418915903.851369,2681042334.3324,2021873846.80481,1495380815.57602,1893895674.81044,1730820983.6662,1115889928.02457,2026147793.06058,832563467.39798,1557067759.53828,579300104.324557
2180235741.16636,1740789487.72866,1828401104.81315,1568223988.74581,1469866583.27293,1283907087.28137,531744474.350116,1035056064.1163,689119181.927515,1346804548.93378,803065287.485477,1294807892.31677,234609144.380374,1385088842.63215,951566145.258725,2679062088.0573
1591270499.68396,1393088799.21289,1271232255.16485,792403691.267035,383207718.547532,1194419594.50847,846669866.615108,799795670.053698,340027016.922001,562529287.509689,388505904.732112,1480597605.71229,1144288387.63135,828277876.821779,1815294171.71737,1253304522.92474
805305255.008818,94605105.4846199,53545745.2695234,422605044.422035,973242680.337075,892697591.203832,1262134380.75063,1108390540.16394,1155542776.26706,724185689.041353,536473632.608149,907931651.311232,624192587.403016,920371664.110364,1845267922.09759,583820699.746031
1509811149.07953,1218030779.32689,1455614459.52161,1264171832.28909,841586760.465601,878757297.167946,763249160.844613,359017778.205079,232526875.543855,694240666.918527,1005000948.36577,1202230594.26974,201747219.016508,230989089.642867,348531966.608362,304892857.838655
1623296250.26157,2289079255.55454,2114296613.33213,2282989424.12276,1483322466.56961,1377138655.29301,717992922.300046,1456531907.5648,1510868799.62469,848323855.285976,448283044.672925,831815194.058082,481646239.763108,412261514.173865,1255346622.04973,916595555.700389
2604346850.89189,2324882008.96677,2129096517.68255,1786668633.93895,1236317168.57498,844666557.787956,1403229189.15561,1275208173.13182,655618569.012179,743890751.311553,1591623135.26706,1239477370.15051,684958091.994533,326270920.571076,1106655917.27789,2048568417.90444
245271790.438096,592190614.12051,1568513691.54991,1617309345.66961,1059890597.75744,1368428268.23959,1802605094.36831,1909272835.27341,611459387.371946,1378524264.41339,1255739011.5452,1060999779.43553,1727946279.99347,1284741970.28028,422257008.808677,134541193.317975
953567016.229534,675831322.948129,1729452706.12176,1996134928.01121,1644868826.3602,2317317873.83196,1600410867.46032,1080933398.13859,1144164511.61343,819063179.75365,613810913.349938,904680638.837855,1400857446.60999,880661083.18514,934895573.312646,433051835.928143
1399691902.40092,1751187614.30117,2259102424.0698,3214459801.16803,2854390660.65484,2808058680.40995,1044328499.81804,2061658754.99347,1381806769.76159,2010151891.91393,2402764550.72217,2466253531.21382,1480823900.23943,2098134777.89123,1808610405.8841,1111451606.79445
832602516.631801,448713353.498874,961295511.990019,1222951254.30471,1457679826.64078,547917711.210408,1281157310.879,730445489.229386,331730881.670586,1555881411.76905,1738085633.01502,877959709.574843,1120109012.70821,991955048.051255,1013041090.04199,272228503.732772
1648633136.61686,1298738662.87642,937049606.266073,1216376156.86196,395034521.437946,1405161121.95229,571687622.779561,695027996.477835,133287782.488367,853623408.836132,632053757.884407,420644220.537604,577289098.587716,1354372431.72498,1662680957.2768,1164624728.1195
2133448387.69345,1676418749.39653,1449790047.21396,1151157445.31264,928548746.412312,890493224.23065,1386057836.52019,1431881909.28115,1799934907.45628,853635098.228361,277801130.737671,1186317166.69623,1922806774.88634,1864301382.28197,1582301710.91703,2218010731.03604
493043381.907618,1151873753.38476,300235654.337889,735974614.984933,672428104.652532,872438527.39106,486416345.303412,1173348763.82539,1148852841.21432,1081304754.1298,1335715704.85648,1485576860.38613,1158112667.11684,1081952875.70888,625371662.159788,386962819.054656
1126378426.64291,769414908.735495,1294073653.03659,820766856.850793,1114211705.78879,972719814.803821,351707931.299413,890013793.874092,1151143450.17148,751937428.633935,439835178.903345,305415020.303717,518910462.605134,409357846.254747,1629607066.2527,2056441393.98309
714099753.340803,1111932743.29464,847826086.337501,584591832.165867,358435816.380084,421241527.695527,1693271327.50379,1182048405.95875,455912301.938076,938300387.734139,1194845545.04045,1355482833.86747,834145824.173155,450073049.586602,90967885.7954014,875104010.421617
2093077101.30575,993147918.731823,784322026.163508,909692509.446297,1804650542.1167,2018765402.94396,1564902780.04338,2112746449.59881,1883744812.74474,1875319095.5451,1641177754.1199,1689000665.9919,1398551457.51624,1881059017.1843,843210742.837302,1186678738.06075
790228858.408485,1175075661.7526,1304510384.87384,1538747796.75988,739255284.073926,700380977.55164,706810454.661363,587391265.589864,462831290.884958,690227130.207612,1009769730.95447,737156128.391301,1084856594.33676,1028859991.80337,354577936.125485,576742052.779568
1092249906.73992,1276354347.44845,218479004.868249,218375968.763975,920143719.903749,609316395.869656,1568994097.15984,1462199865.92007,576881207.290648,1350848397.96288,1404771278.08842,702127252.033748,687778571.538832,995665016.742341,1210799051.42227,574503668.779506
1685177698.26492,1547284713.71366,1539041225.97257,1755841094.16524,2201268742.65219,2228611674.74123,714705854.49265,1481330282.01342,1444005590.66982,1511897210.26329,1877416645.89456,2239538444.87316,1734804602.46507,1360906886.17404,1040285827.06739,973935382.80596
833656154.938356,978561076.586676,1902222624.24572,809384937.319481,1593374694.94882,419498228.222235,1599348298.93018,1374933473.11003,763084093.475141,586668294.595772,826226855.352695,1461579432.19772,1915354996.99765,1255267685.7065,2006595825.30555,2039681425.31864
1979894255.92983,2157576923.0594,2015630260.43549,1432633235.93937,1030721301.30809,1392723230.47574,860207424.399463,1437506368.08526,845048394.96889,1235862403.4845,904090471.515581,1861535371.55354,462996086.17828,1919414520.42896,1479959467.07764,957325196.909154
1567184757.06592,911201974.03904,1127195208.79292,876410752.51969,1216276898.68872,1212805109.62523,334486517.021096,1093019895.54867,1994922145.06949,1899299729.08074,1978492689.18018,622732021.754198,925606049.458049,1226089346.62554,1579953698.82048,1340560037.36817
2507061091.60958,2108399009.52432,1120943941.81455,561259584.154063,782589545.052426,813634508.185716,1836327527.41661,1103808527.43803,1323135031.80066,740820593.441686,256199847.217464,917370383.475463,1022090098.02361,556053670.848544,1017692019.12295,2008984734.5839
2372953911.58189,1789671174.0289,668952965.004397,438804898.513935,1154066468.48444,1277238359.17303,681862841.752965,1047201219.59312,1292605340.42047,656089980.622127,752520475.417674,692765007.165161,900280337.964306,855301295.95478,1186076682.78639,2571968266.59838
1468486181.90122,2200438612.22607,1038187984.78121,716938352.473048,497872293.254378,509824815.163273,508808352.72494,204504944.260301,741724781.70614,1005835729.44792,1121329741.02994,772801462.516084,1434199995.44957,1486950876.53221,503614532.260805,510297158.696944
96517951.3072774,1239038186.94419,1417672119.77902,610152823.405125,981553485.136891,828350734.305059,864746042.586823,700418085.612106,541892852.78321,948822237.349471,523715785.814676,728376607.849404,833607536.29615,502005147.069047,746337897.924258,338940215.338804
1434616686.47112,666921582.044854,1089480522.61644,2154505128.60927,2549430907.93436,1731716659.27215,1839755890.30784,1364299798.04349,1358018866.93656,1974185583.03332,2221496081.15588,672201946.853305,1366104215.74923,2609261671.46198,1563933338.72501,1183554886.17092
1141640920.12992,227963955.650623,473227209.316708,1147620513.58643,839182374.431096,1769521611.40035,950719512.362503,1208015704.46869,1116129496.66587,1484333768.85941,567565347.993003,1436306864.50286,2155955062.52068,2197027307.40403,1513592892.74894,1137653581.94483
708523267.080484,696213297.804842,1308171878.60721,2086924135.30499,1902886812.11828,2698680698.08963,1433262999.20331,1439676587.23723,857940592.967882,895654639.235889,1190995807.1548,1454154095.47055,1411281139.4658,844327424.619913,1133728138.04201,1028307591.54673
1406041027.16973,1720682864.84953,2798027779.23434,2472287681.40796,2319051171.98006,1798603286.16331,1569011076.65413,1956928221.71298,2369504391.19779,2360015712.40364,1552799299.61419,1580936550.7373,1675352045.69221,1132836473.5877,1759775691.4679,1785316928.8168
2812898731.26431,2229706616.9247,1713035555.70336,1553317273.47368,405452636.987798,1158168267.88937,1222818460.21313,916245842.5951,588130823.719078,1130900170.17079,996361163.657339,696944600.915177,1260720390.29765,674192068.077939,386571329.230364,1507531228.40474
1352336173.31086,701040153.147579,524081932.46943,858392128.070418,417670655.94351,960642297.894742,1482473133.51142,966291134.409974,1527606926.46723,87405778.0502937,177422212.185581,1670937536.59211,640996478.601504,1734941035.42558,1691244506.32286,1579630964.00892
2740535469.89487,2405122477.16046,1055442928.39807,772330962.855924,1697902397.22677,1986851443.03605,1586031051.06648,1605933849.28007,1377191273.06686,2069358805.41391,2580260156.53582,1478827970.28994,953513493.192033,1716772765.86323,1166673356.17404,1926381664.4549
2836121570.05377,2903759101.58656,2492195439.14012,1067876422.89741,1588296362.35704,1383177663.88803,1741008222.5716,1841765856.77876,2386510996.23988,1688938280.93473,1167628151.10251,1429741100.45907,1855934552.26606,699453652.000714,2124116542.84938,1519535637.1439
2850738799.87441,2056399447.87889,1357334677.44436,2027388488.57581,2128092050.679,1059107149.92229,1468685759.60883,1915349008.07965,1796807723.81617,1575457697.53046,2501424721.23876,543602534.41594,1896862207.54207,774136099.594889,1904191696.06966,2352549116.78043
2596060182.11663,1630448396.44502,331003322.275067,571217668.821231,1443039653.32794,1212208956.56196,1375079632.52528,1384891336.62017,1453327856.47654,1506189750.53969,1139633955.51833,864676614.089373,1372910346.39896,1320240842.08905,909136098.321022,2124523757.94407
1415976515.61004,922318355.247534,1119324603.95411,1303752112.11059,1272852157.81757,1227352407.35102,1608294877.94778,1191802942.00883,1461721972.49188,1339213173.23851,537827096.284873,1021834598.7167,1629129015.64322,993785599.634518,550818546.062795,1059643211.32897
978446770.064814,1826902262.78839,1747383862.83466,1470678345.06106,1726739436.16042,1743766076.66733,1129477937.35459,1299836021.78506,1344931538.30084,1607577461.65126,1775742202.51002,1922187511.95859,1893319560.41947,1888033875.74121,1624983381.39351,666947318.382092
1191957025.9257,1411802185.24522,1617959989.47619,700317577.717261,963089859.55377,1576747218.85342,480827821.781544,707566086.756024,967174317.894957,1082660149.98696,1076426979.65632,1140608110.54485,567920502.520101,304646327.557019,219697734.265681,744330549.48387
1018441834.48601,693976216.630463,812880768.390111,408601956.083077,735151442.840822,1093567658.92448,1743337218.06925,1394629424.83453,1123632584.95795,769297031.655196,1013537765.9718,1416247010.75121,723615793.800761,1495795988.82263,1912385825.40853,1606337770.02592
1508773200.49372,1091658284.77528,746317971.123906,804365537.421963,1358358992.16916,1533150010.86223,1551318851.9077,784060162.029819,758639451.512405,1011762687.32747,939737666.242925,807730996.526005,1554498767.41242,2054362766.36624,1737754246.31415,1567540167.38653
1502462924.9273,1002976422.43033,846771841.621807,1434490888.43149,1016685291.53157,515483910.495067,1468756257.38294,2100853889.73334,1489971892.94415,1622538809.48925,1659095761.70245,679411763.467852,838934956.098456,1254545740.31263,345266101.342893,1286204264.21119
1785622650.06398,2951114891.92713,2736640351.99671,1770108541.49947,1686828391.93747,1757330032.75898,1632724463.49646,1177005540.0151,1624591055.85103,1142445663.89592,2171165071.55671,2012341895.07348,2420916103.41034,1865703776.1105,1304243947.65586,491108849.991829
1569284484.38498,2371380890.48743,1688640482.49866,2040196150.94273,1966174085.1837,1480876053.61843,2056655267.52122,2012316484.78889,2846905314.53532,1847494378.54177,2156699286.29007,2540247937.22209,2716536268.44707,2390668839.80117,2461387096.73293,1575377600.37979
915635167.595154,143543184.872776,887846251.769668,270042247.714474,1170266694.97277,715964513.812866,491780163.141157,1348311246.16814,729128298.078679,1119351477.60218,1208036994.86087,445279364.226698,638340706.587573,1322487211.39763,1004210913.23151,1159768422.67345
140112344.224249,600129367.700512,1079075334.86148,963547778.458831,1041121919.93091,502478526.477967,681386347.495161,821749940.356256,372196778.14992,1068436192.956,1257171556.39797,160076959.104861,240294162.494344,268248559.325248,226511182.55495,678318978.569094
1218322405.20411,1411709666.0155,1588118044.93287,677977570.410643,401977721.728224,1417069286.79079,311980056.317539,441474091.743271,1694075407.76413,944321717.34336,229621852.842495,754287982.534458,1280874081.30878,631359691.253974,342468413.691628,783966798.093965
2178040017.33571,1155141412.14325,442520514.4212,348268094.59823,784320686.192375,962366095.296564,1229210839.85636,1124172444.13052,1367185965.28882,1689689158.4903,1019475128.27681,516607190.224612,643499286.650976,865504212.921985,1069201880.78573,2082977398.14272
1767849884.04466,1886942347.47592,1643680119.21701,1965622216.6416,1629959160.91672,1035581704.64028,1575483045.9948,1461164403.03417,1442402877.1761,934494751.868412,1680785464.43132,1618936328.93391,1715065377.01833,1283552583.9474,1410421986.92256,1725635371.6716
2067079154.02263,2195019590.48788,1429583363.69337,1720255205.5937,2198923240.3293,1522309023.20138,1572749053.06279,1670929126.25368,2227285276.57723,1906542579.55321,1879940107.26679,1657067497.69661,1613791695.44767,1307616471.47932,1616999738.81382,1917404502.87957
1998342127.52526,1256609207.28023,522068775.956986,715541622.004398,416982869.151788,480997909.161098,980079269.105733,1066496615.68779,536741431.407868,998762650.968834,1207003184.27601,1272689365.55123,941066387.255667,1304127258.37412,253833495.859718,1234851430.0426
1728832402.78439,1960846321.06163,2599422945.44114,1869721870.57341,1584188285.96089,1002280015.8333,1528884607.06365,1524368094.95801,1449139736.44227,1136586098.11628,1431431622.15999,1779734328.51717,1432114612.00934,1014242461.8073,1065793831.48702,705130631.348148
2890491993.257,2148697451.69362,1443844169.19096,1390976846.81722,779232422.857657,362957978.706521,1525456544.96268,901770336.808497,1111105482.67697,865352908.597505,1743699533.46325,953757643.81641,614468522.606486,1098694793.20502,1335533978.41773,1573560449.11443
2810630853.13594,2106914272.64221,2275152751.99087,1748993724.02957,2723501340.71486,2707669486.35788,1672707022.32665,1544692027.71924,2538286353.33112,2068952918.75668,943077698.053518,1261480331.09251,2179653608.24974,735259497.697202,2481287498.91541,3071921059.43225
2258368249.28123,1472939586.22271,819912967.706453,393546390.397194,620297304.226175,657200188.841835,1262199978.77804,1500290955.91684,1440600925.3131,499345473.33431,561697398.688588,669171723.647796,79778819.5947894,768961007.768066,1370836994.849,1692512869.63366
